bin	dist_from_surf
3000000	0.491378672715859
3020000	1.00658382661356
3040000	0.789691711999056
3060000	0.481351223120914
3080000	0.46858297024113
3100000	0.881406262741535
3120000	0.973033401276647
3140000	0.46718518812137
3160000	0.640473262517648
3180000	0.834827527097663
3200000	0.946956176388327
3220000	0.611307614871597
3240000	0.527592645892643
3260000	0.655465483454316
3280000	0.499349576949856
3300000	0.99874571338254
3320000	0.608632894280288
3340000	0.817754241811071
3360000	0.739811462468648
3380000	0.552322369635705
3400000	0.749465809760525
3420000	0.850837234728241
3440000	0.735851887270801
3460000	0.801744348280672
3480000	0.705946881854435
3500000	0.728556106281458
3520000	0.971290893605
3540000	0.485601688629684
3560000	0.597945649704051
3580000	0.697014347054635
3600000	0.551452627158489
3620000	0.577194941072771
3640000	0.619955643574603
3660000	0.558857763657266
3680000	0.510597688988111
3700000	0.646802906610661
3720000	0.528853476872375
3740000	0.537672762932994
3760000	0.50407340735254
3780000	0.523803398232581
3800000	0.500136981236141
3820000	0.481864088722121
3840000	0.501830648725245
3860000	0.614362270976986
3880000	0.477205406507512
3900000	0.606499793899388
3920000	0.535143905879531
3940000	0.597401037829698
3960000	0.503973213573896
3980000	0.470430653763124
4000000	0.549110189306299
4020000	0.636996075341128
4040000	0.493405512737748
4060000	0.552775723055924
4080000	0.484287104928471
4100000	0.573593061324839
4120000	0.809742551679236
4140000	0.61312396788904
4160000	0.485446186512985
4180000	0.461199522983274
4200000	0.600621344942052
4220000	0.571722834947145
4240000	0.515775144806339
4260000	0.552294305601642
4280000	0.469090609584119
4300000	0.523688838911046
4320000	0.473688716352838
4340000	0.47811400314151
4360000	0.457951962546292
4380000	0.505114838427857
4400000	1.01918447790378
4420000	0.523322080558426
4440000	0.479035489290721
4460000	0.764202852651048
4480000	1.04486984835433
4500000	1.00654011345798
4520000	0.97057405693744
4540000	0.484196241208046
4560000	0.531328523608511
4580000	0.659309487266792
4600000	0.471819880886764
4620000	0.670768216301279
4640000	1.00785068338519
4660000	1.01184089658404
4680000	0.874449541140025
4700000	0.657383449746036
4720000	0.748962615889471
4740000	0.912268052712578
4760000	0.917758138073425
4780000	1.04507846595363
4800000	0.892197848013545
4820000	1.05164537749186
4840000	0.992073585980395
4860000	0.951519836892537
4880000	0.829217703621914
4900000	0.97329800164184
4920000	1.08451417694745
4940000	0.673689097432933
4960000	0.730926808921386
4980000	0.790349922502685
5000000	0.961915276934512
5020000	0.977249712202567
5040000	0.850494562004954
5060000	0.670323802352267
5080000	0.731954233541961
5100000	0.880303356803778
5120000	0.861020905669543
5140000	0.671619684047453
5160000	0.852956036381712
5180000	0.83498982029723
5200000	0.958050624967178
5220000	0.860373755992127
5240000	0.655134337369062
5260000	0.731768405986485
5280000	0.990874361359703
5300000	0.905340819802134
5320000	0.501887437579384
5340000	0.571520778274946
5360000	0.888082203402365
5380000	0.767303720830285
5400000	0.790230978891615
5420000	0.754077582215517
5440000	1.01124181084447
5460000	0.650342986431006
