coord	dist_from_com
47760000	0.463770611401801
70520000	1.02037394615896
89040000	0.867371955968142
52440000	1.45311471673781
142760000	2.92708219221805
29120000	2.76968658154673
146920000	1.35885163649311
129680000	2.06435990563661
43320000	1.59709689123735
40200000	1.64413387228656
141760000	2.76343654350882
21640000	0.126756538292902
51880000	2.21508783573022
71480000	0.177922820346351
82440000	0.192508986803214
189240000	0.773008014188728
71200000	0.324971352583578
73720000	0.437633910934699
56360000	0.191907712195211
161280000	0.347237584371277
48200000	1.02156387465493
52000000	1.89061978726554
123360000	2.59068841816225
78480000	0.421792211876891
192440000	0.698303257904472
78640000	0.125662603824686
42880000	2.30303437447208
186600000	0.444140642139402
121880000	2.83473993163394
171960000	0.154768762998223
53640000	2.04862639590532
187960000	0.274126740760547
127280000	1.11060892306878
58400000	2.79194558148973
6680000	1.09811829053158
89600000	0.107586802164578
41480000	0.294813042452331
22720000	1.92327522211461
185160000	1.39406830535666
185600000	0.729935449200818
82960000	0.7204497623013
89120000	0.333750250936235
18880000	0.163677365570197
157760000	1.92103773518377
129640000	2.06773956048628
26520000	1.26957291637779
3960000	0.0546686381758316
61000000	2.24308192226677
152480000	0.353571081962312
121800000	2.93883257263833
33600000	1.1536958264638
24320000	0.250766684390092
163920000	1.44203502037919
15400000	1.9676690473756
69640000	1.17678920797227
86880000	1.29161529102129
183640000	0.449118336299021
37800000	3.61798882253663
92280000	0.278544233471095
128920000	1.83493150280876
166080000	1.31746533540735
129360000	2.10700297579287
3160000	0.111629162856308
118280000	0.535676105496596
80560000	0.0537834547049554
47840000	0.432943991758749
106560000	0.209602528610702
46080000	0.0810070367313854
13560000	2.60868772757492
125080000	3.40684969436575
5400000	0.535079442699867
37200000	4.05149142415481
116160000	1.877625154284
158160000	2.4096161520043
93760000	1.00310758645322
76200000	1.46733745607478
42680000	2.13962672211767
12400000	1.42497251552442
108640000	1.68229986328241
52920000	2.37793731834967
166680000	2.11210414989413
130320000	1.45898237480787
122640000	2.42548164701364
192920000	0.21805733191067
152240000	0.418930972834428
26800000	1.43413788737346
60640000	2.29457155913691
170560000	1.27487835498137
8160000	0.957177480930261
105280000	2.19074111660872
131760000	1.19957747144568
61880000	0.970715941972728
54120000	2.21044726921951
175000000	1.09633816407165
141000000	3.04270756399625
145280000	1.28567399833706
42200000	1.86020200247177
155920000	0.596751514451367
117800000	2.05420848747151
181000000	2.01212865145348
177600000	1.82661185805852
105200000	2.23325035318479
141560000	2.42307451185472
50360000	0.206027328284381
117880000	1.86682149655504
176000000	1.47722108027201
91280000	0.132688319003596
147280000	1.59533430038973
9320000	0.408278495637475
55640000	0.585162353539597
146160000	0.881458518592906
85680000	0.539769358152165
181640000	0.976894984120606
42520000	1.60533862782903
8680000	1.22651679972188
70640000	0.905822686843292
139080000	2.24637531147402
34600000	3.5067244017744
150280000	1.96163775198175
46600000	0.262232454131826
49360000	0.324962028551029
125240000	3.35815228213373
156280000	1.51589156274451
144280000	1.2177743510191
57080000	0.727916849646991
149880000	2.26087670384743
171360000	1.3778530545744
173360000	1.83581246591257
173080000	1.8791343166469
4120000	0.289205169386718
111600000	1.94158439940168
27240000	2.37731498544051
59120000	2.84949602210637
15240000	1.51224851132345
72160000	0.486788393452432
3720000	0.0522228877026157
168400000	1.23977255978667
117040000	1.63318398228736
38040000	2.95608427653881
170040000	1.94319731628057
139120000	2.12735044832768
147800000	1.32911318931083
34240000	3.21886675865902
18480000	0.93369311874941
83560000	0.700370601895882
74960000	2.3258922502988
168200000	1.24813543335649
186920000	1.11326466754317
34680000	3.10083268010385
37680000	3.91033099622014
46680000	0.224282099151939
52760000	2.21982129686153
69800000	0.673950294903118
44320000	0.954018417013005
34760000	3.38365275552915
91720000	1.63297643277544
143160000	2.82943891787754
106800000	0.440132037007078
133360000	1.65490059520202
131280000	0.751616664264437
35520000	2.50724881892484
124120000	2.3643357185476
97560000	1.42227123643839
93040000	1.59171386247654
10320000	1.150594315995
118360000	0.649958290969505
15480000	1.54459341899414
178360000	0.742528558373346
18920000	0.0613447634276961
63920000	1.4659357796302
145920000	0.926336585696581
120360000	0.306970650062836
100160000	1.19760054692706
104720000	2.1659931971269
141440000	2.928414021275
101640000	0.758002335088752
103520000	0.902195871194277
19040000	0.303460145653428
117400000	1.68707297115448
127520000	0.97868719210992
11360000	2.35196158769653
140040000	1.19225441496352
150920000	2.10704746031028
79480000	0.349119735907324
99280000	1.09820354215419
177240000	1.01039620446635
172840000	2.1769771886724
191000000	0.785729482710176
133560000	2.26907576338914
28880000	2.50658499955617
170520000	0.97865527127789
96240000	1.39523156500991
119760000	0.490108702228393
13880000	1.91078539611334
188240000	0.262446832710932
26440000	1.50315147939255
149840000	1.85389580613367
183360000	0.124280891532045
6440000	1.28111679405119
95840000	0.590654052724605
69240000	1.01291287384454
62840000	1.18915382100046
55400000	1.07212227381022
93080000	1.59335069586077
157040000	0.766698969609325
31040000	2.29768300250491
144640000	0.909943003709573
83000000	0.923648477506459
21800000	0.207790495451548
91240000	0.0986631643522546
57320000	1.10843400344811
97120000	1.27059757988121
16240000	1.34720246436829
54840000	2.28358226477611
63840000	1.32700773923892
109360000	1.61514683852584
91680000	1.78619141751381
39360000	3.53482998318165
136800000	0.278205823087871
64760000	1.63535787520652
135440000	0.278604971240644
194840000	0.102635812463292
115920000	1.86208497657867
77000000	0.598149287385683
88120000	1.36276309386481
37840000	3.51673730181826
53480000	1.48264443141301
188200000	0.391235785684285
4760000	0.947719399400477
133000000	2.27198149860425
145960000	0.987668026211237
166280000	1.60829030650564
109280000	1.50809536502172
44400000	0.656977328375949
22640000	1.19473577413585
136480000	0.914734513397193
167480000	0.426584833298138
53040000	2.0942659167355
92760000	0.370907104272755
162960000	1.84170130857314
104080000	1.74858785595691
104320000	2.1250450654045
181920000	0.919541755441263
161240000	0.274930300258084
64320000	1.43645860016918
169360000	0.857876284787031
84040000	0.662803168369011
4560000	1.02728806086706
98760000	1.02414336398768
42640000	2.00259669429468
49040000	0.14293596468349
144400000	1.26836229445691
180320000	1.24618105024912
85960000	1.68630698865895
183520000	0.73256816065128
174960000	0.856211527602846
47960000	1.07883200267697
165760000	0.863085795271826
155080000	0.504800732963018
12920000	2.14553574195351
36840000	3.82156761944624
115120000	2.24825618424591
39320000	3.53397480749368
116840000	1.80973503032903
117160000	1.28077465231008
167160000	1.77824217135912
135400000	0.843498452873507
86760000	1.31391242478333
85120000	0.0843482068570518
30840000	1.63189275995698
10280000	1.01504463448658
176960000	1.77989894376057
91600000	1.36685696398709
178400000	0.648926136012412
80880000	0.181009032923774
39960000	2.81767667059228
82000000	0.68494896160225
36720000	4.30247014748505
62920000	1.76117936054225
142000000	2.83698502463443
143520000	1.98378386675565
109440000	1.73474021974473
170400000	0.691441602740246
149040000	1.72202998812448
85800000	0.857340509949227
165080000	2.21716124131737
66960000	0.500094771018454
15080000	1.48663988241941
98560000	0.630610069694419
21560000	0.148119748852069
146360000	1.06156089321339
66200000	0.312228794315963
120640000	1.52415759683833
153920000	0.425198236120518
45200000	1.33974279994333
84720000	1.45252718391086
189480000	1.32510934643146
151000000	1.7146992826732
72680000	0.139932698108769
146640000	1.12301570781534
88560000	0.592311683153388
66000000	0.206588746063284
13120000	2.52596017585393
144320000	1.38923925585192
124760000	3.07939155029041
127640000	1.03695781013501
59640000	2.84275956246743
179080000	1.006013086396
26760000	1.47368813865078
150840000	1.9014466387464
152520000	0.427923871734214
114880000	2.01375846615228
150080000	2.76359987697206
98960000	1.43582037177357
189880000	0.316357930199323
113200000	1.77677711883061
173480000	0.299213502369128
114560000	2.32994312376933
17160000	1.4907177901937
106280000	0.216010671032706
22240000	0.0935203721121767
167840000	1.55224360523727
75520000	3.12806189996298
118520000	0.601851235771764
171040000	1.4970414690315
53960000	1.6864561719772
174440000	0.500427427305898
58200000	2.239420574613
9400000	0.46383325667744
125960000	1.40703122211271
30600000	1.18198681464727
45040000	1.30145442486474
137720000	2.25113349448672
60160000	2.59909505212872
103560000	1.21532995108324
162880000	1.50938762417081
159440000	2.72898653166336
92680000	0.417571742338966
69320000	1.27362107394625
80600000	0.220448021084336
62760000	1.08598660673141
10400000	1.09536551433757
183720000	0.801815758138988
117680000	1.76206945947088
140600000	1.44895497514588
158480000	2.31473356134135
42960000	2.23478523352916
11280000	2.13119229071428
42280000	2.06766713713789
25040000	0.785578277449167
86080000	2.26497766214151
101840000	1.13724173331794
6400000	1.79955972671095
27840000	1.87987696937858
159960000	2.06760771424369
115640000	1.56120126184935
156960000	0.809683617223419
22280000	0.136790935372195
95520000	0.053842083912122
121160000	2.19277634746456
51560000	0.609187278265067
123120000	2.50244599542128
88520000	0.49056082191712
68760000	1.04228217868291
10240000	1.16231913861899
23480000	0.266196356098276
26840000	1.47675038852204
48960000	0.775990541179466
138880000	1.77152971750406
107800000	2.39080593315309
61840000	0.94992157044674
13200000	2.61792551651112
127200000	1.31519759732141
128960000	1.91226832060775
80760000	0.040963642416172
22080000	0.24282191004932
18400000	0.750564973869684
107440000	1.50407527072285
132520000	2.07873058379387
94360000	0.0217983944362881
112080000	0.894457718397018
3760000	0.38920190133143
161920000	0.262454681802402
73280000	0.430382806348023
184560000	1.104914603035
186520000	0.417711036483357
31560000	0.863210414673039
14120000	1.90035541149544
69120000	0.992741678383657
187560000	0.420648285388161
172600000	1.58651647643509
99360000	0.761785658830619
139040000	2.5369205032874
187000000	1.02933232728794
141840000	2.50608391519518
194120000	1.13847043000686
146960000	1.81405517556661
119960000	0.583025248166835
97320000	1.54889177478609
43560000	1.5457944365277
146720000	1.51047908625045
111080000	1.93678042895936
29680000	0.442616617401561
64880000	2.00851157576948
191520000	1.67746359423983
147440000	1.33305347229584
137800000	2.15036064184592
48400000	0.535760851499995
134400000	0.389806734164509
132440000	1.87436667170541
8320000	0.840437320684892
61800000	0.235233224694132
64480000	1.81224471581517
137880000	2.31935760933928
30680000	1.0555289527057
161080000	0.593315068070919
195200000	0.454072163868256
107640000	2.00460727824679
135560000	0.532363888707715
189440000	0.83719017552764
102360000	1.30854900939934
127440000	1.32620768735519
93240000	1.82195008713192
181480000	1.17627202211053
64520000	1.59362659051611
188920000	0.889196333775618
141200000	2.64764714227557
149520000	1.13086580547826
117760000	1.7132726899125
26360000	1.53535929345544
77680000	0.499507787727078
72240000	0.0631605889776211
62480000	1.40551760216655
46480000	0.455561477739284
94920000	0.693152227147832
129720000	1.83059681251771
169160000	0.67430663647928
120000000	0.747436913725834
30160000	0.913112933869628
122280000	3.59657649717061
